,NCustomers
532,19
533,19
534,19
535,19
536,18
537,18
538,17
539,17
540,17
541,16
542,17
543,17
544,17
545,17
546,18
547,18
548,18
549,18
550,18
551,18
552,18
553,17
554,17
555,17
556,17
557,17
558,16
559,16
560,17
561,17
562,17
563,17
564,17
565,17
566,17
567,17
568,17
569,18
570,18
571,17
572,17
573,18
574,18
575,18
576,17
577,17
578,17
579,17
580,17
581,17
582,17
583,17
584,16
585,16
586,16
587,16
588,19
589,19
590,18
591,18
592,18
593,18
594,19
595,19
596,18
597,18
598,19
599,19
600,19
601,19
602,19
603,19
604,19
605,20
606,20
607,20
608,20
609,20
610,20
611,20
612,21
613,21
614,21
615,21
616,21
617,21
618,21
619,21
620,22
621,22
622,22
623,22
624,22
625,21
626,21
627,21
628,20
629,20
630,21
631,21
632,21
633,21
634,21
635,21
636,21
637,21
638,21
639,21
640,21
641,22
642,22
643,22
644,22
645,22
646,22
647,22
648,23
649,23
650,23
651,24
652,24
653,24
654,24
655,24
656,24
657,24
658,23
659,23
660,23
661,23
662,24
663,25
664,26
665,26
666,26
667,26
668,26
669,26
670,27
671,27
672,27
673,28
674,28
675,28
676,28
677,28
678,28
679,27
680,28
681,28
682,27
683,27
684,28
685,28
686,28
687,28
688,27
689,27
690,27
691,26
692,26
693,26
694,26
695,26
696,27
697,28
698,28
699,28
700,28
701,28
702,28
703,28
704,28
705,28
706,29
707,28
708,28
709,27
710,28
711,28
712,28
713,28
714,28
715,28
716,27
717,27
718,27
719,27
720,27
721,27
722,28
723,29
724,29
725,29
726,30
727,30
728,30
729,31
730,31
731,31
732,31
733,32
734,32
735,32
736,31
737,31
738,31
739,30
740,30
741,30
742,30
743,29
744,29
745,29
746,29
747,29
748,29
749,29
750,29
751,30
752,30
753,29
754,29
755,29
756,29
757,29
758,29
759,29
760,29
761,29
762,29
763,29
764,30
765,31
766,30
767,30
768,30
769,30
770,30
771,30
772,30
773,30
774,31
775,31
776,31
777,31
778,31
779,31
780,31
781,31
782,31
783,31
784,31
785,31
786,31
787,31
788,31
789,31
790,31
791,31
792,31
793,30
794,29
795,29
796,29
797,29
798,29
799,29
800,29
801,29
802,29
803,30
804,30
805,30
806,30
807,30
808,30
809,30
810,30
811,30
812,29
813,29
814,29
815,29
816,29
817,29
818,29
819,29
820,29
821,30
822,30
823,30
824,30
825,29
826,29
827,29
828,29
829,29
830,29
831,28
832,28
833,28
834,27
835,27
836,27
837,26
838,26
839,26
840,25
841,24
842,24
843,24
844,24
845,24
846,24
847,24
848,24
849,24
850,25
851,25
852,25
853,24
854,24
855,25
856,25
857,25
858,25
859,25
860,25
861,25
862,25
863,25
864,25
865,25
866,25
867,25
868,26
869,26
870,27
871,27
872,27
873,27
874,27
875,27
876,26
877,26
878,26
879,25
880,25
881,25
882,25
883,25
884,25
885,25
886,24
887,24
888,24
889,24
890,24
891,24
892,24
893,24
894,24
895,24
896,24
897,24
898,24
899,24
900,23
901,23
902,23
903,23
904,23
905,23
906,23
907,22
908,22
909,22
910,22
911,22
912,22
913,22
914,21
915,21
916,20
917,20
918,20
919,20
920,20
921,20
922,20
923,20
924,20
925,20
926,20
927,20
928,20
929,20
930,20
931,20
932,20
933,20
934,20
935,20
936,20
937,20
938,19
939,18
940,18
941,18
942,17
943,17
944,16
945,16
946,16
947,16
948,16
949,16
950,16
951,16
952,16
953,16
954,16
955,16
956,16
957,16
958,16
959,15
960,15
961,15
962,15
963,16
964,16
965,16
966,16
967,16
968,16
969,16
970,16
971,15
972,15
973,15
974,15
975,15
976,15
977,15
978,15
979,16
980,16
981,16
982,15
983,14
984,14
985,13
986,13
987,13
988,13
989,13
990,14
991,14
992,14
993,14
994,15
995,15
996,15
997,15
998,15
999,15
1000,14
1001,14
1002,13
1003,13
1004,13
1005,13
1006,13
1007,13
1008,13
1009,13
1010,13
1011,13
1012,13
1013,13
1014,13
1015,13
1016,13
1017,13
1018,13
1019,13
1020,12
1021,12
1022,12
1023,12
1024,12
1025,11
1026,11
1027,11
1028,10
1029,10
1030,10
1031,10
1032,10
1033,10
1034,9
1035,9
1036,9
1037,9
1038,9
1039,9
1040,8
1041,8
1042,8
1043,8
1044,8
1045,8
1046,8
1047,8
1048,8
1049,8
1050,8
1051,8
1052,8
1053,8
1054,8
1055,8
1056,7
1057,7
1058,7
1059,7
1060,7
1061,7
1062,7
1063,7
1064,7
1065,7
1066,7
1067,7
1068,7
1069,7
1070,6
1071,6
1072,6
1073,5
1074,5
1075,5
1076,5
1077,5
1078,5
1079,5
