,NCustomers
532,25
533,25
534,25
535,26
536,26
537,26
538,27
539,27
540,26
541,26
542,26
543,26
544,26
545,26
546,25
547,25
548,24
549,24
550,24
551,24
552,24
553,24
554,24
555,24
556,24
557,24
558,25
559,25
560,25
561,25
562,25
563,25
564,25
565,25
566,25
567,24
568,22
569,22
570,23
571,23
572,23
573,23
574,23
575,24
576,24
577,24
578,24
579,24
580,25
581,25
582,25
583,25
584,25
585,25
586,25
587,25
588,25
589,25
590,25
591,25
592,25
593,25
594,26
595,26
596,26
597,26
598,27
599,27
600,27
601,27
602,27
603,27
604,27
605,26
606,26
607,26
608,26
609,26
610,26
611,26
612,26
613,26
614,27
615,27
616,27
617,27
618,27
619,27
620,26
621,26
622,27
623,26
624,26
625,26
626,26
627,26
628,26
629,27
630,28
631,28
632,28
633,27
634,27
635,27
636,27
637,27
638,27
639,27
640,27
641,27
642,27
643,27
644,27
645,27
646,27
647,27
648,26
649,26
650,27
651,27
652,27
653,26
654,26
655,26
656,26
657,26
658,25
659,25
660,25
661,25
662,25
663,25
664,25
665,25
666,25
667,25
668,25
669,26
670,26
671,26
672,26
673,26
674,26
675,25
676,25
677,24
678,24
679,23
680,23
681,23
682,23
683,24
684,24
685,25
686,25
687,25
688,26
689,26
690,26
691,26
692,26
693,26
694,26
695,26
696,26
697,26
698,26
699,26
700,26
701,25
702,25
703,24
704,24
705,24
706,25
707,25
708,25
709,25
710,25
711,25
712,24
713,24
714,24
715,25
716,26
717,26
718,27
719,27
720,27
721,28
722,28
723,27
724,26
725,26
726,26
727,26
728,26
729,26
730,26
731,26
732,26
733,25
734,25
735,25
736,25
737,25
738,25
739,25
740,25
741,25
742,25
743,24
744,24
745,24
746,23
747,23
748,22
749,22
750,22
751,22
752,22
753,22
754,22
755,23
756,22
757,21
758,21
759,21
760,21
761,21
762,21
763,21
764,21
765,22
766,22
767,22
768,22
769,22
770,22
771,22
772,22
773,21
774,22
775,21
776,22
777,22
778,22
779,23
780,22
781,21
782,20
783,22
784,22
785,22
786,22
787,22
788,22
789,22
790,22
791,22
792,22
793,22
794,22
795,22
796,22
797,22
798,22
799,22
800,22
801,22
802,23
803,23
804,23
805,23
806,23
807,23
808,23
809,23
810,23
811,24
812,24
813,24
814,24
815,24
816,24
817,23
818,23
819,23
820,23
821,23
822,23
823,23
824,23
825,23
826,23
827,24
828,24
829,24
830,23
831,24
832,25
833,24
834,25
835,25
836,25
837,26
838,26
839,27
840,27
841,27
842,27
843,27
844,27
845,27
846,28
847,28
848,27
849,27
850,27
851,27
852,27
853,27
854,27
855,27
856,25
857,25
858,25
859,25
860,25
861,25
862,26
863,26
864,26
865,26
866,26
867,26
868,26
869,26
870,25
871,25
872,25
873,25
874,25
875,25
876,25
877,24
878,24
879,24
880,23
881,23
882,23
883,23
884,23
885,23
886,23
887,23
888,23
889,23
890,23
891,23
892,23
893,23
894,23
895,23
896,23
897,23
898,23
899,23
900,23
901,23
902,23
903,23
904,23
905,23
906,23
907,23
908,22
909,22
910,22
911,22
912,22
913,22
914,22
915,22
916,22
917,22
918,21
919,21
920,22
921,21
922,21
923,21
924,21
925,20
926,20
927,19
928,18
929,18
930,18
931,18
932,18
933,18
934,18
935,18
936,18
937,18
938,18
939,18
940,18
941,18
942,18
943,18
944,18
945,18
946,18
947,18
948,18
949,18
950,17
951,17
952,17
953,17
954,17
955,17
956,18
957,18
958,18
959,18
960,18
961,18
962,18
963,17
964,17
965,17
966,17
967,18
968,18
969,17
970,18
971,18
972,18
973,17
974,17
975,17
976,17
977,17
978,16
979,16
980,16
981,16
982,16
983,16
984,16
985,16
986,16
987,17
988,17
989,17
990,17
991,17
992,18
993,18
994,18
995,17
996,17
997,17
998,17
999,17
1000,17
1001,17
1002,17
1003,17
1004,17
1005,17
1006,17
1007,17
1008,17
1009,17
1010,17
1011,18
1012,18
1013,18
1014,16
1015,16
1016,16
1017,15
1018,15
1019,15
1020,15
1021,15
1022,15
1023,15
1024,15
1025,15
1026,16
1027,16
1028,16
1029,16
1030,15
1031,15
1032,15
1033,15
1034,15
1035,15
1036,15
1037,14
1038,14
1039,13
1040,13
1041,13
1042,12
1043,12
1044,12
1045,12
1046,12
1047,12
1048,12
1049,12
1050,12
1051,12
1052,12
1053,12
1054,12
1055,12
1056,12
1057,12
1058,12
1059,11
1060,11
1061,11
1062,11
1063,11
1064,11
1065,11
1066,11
1067,11
1068,11
1069,11
1070,11
1071,11
1072,11
1073,11
1074,11
1075,10
1076,10
1077,10
1078,10
1079,9
