,NCustomers
532,22
533,22
534,21
535,21
536,21
537,22
538,22
539,22
540,22
541,22
542,22
543,21
544,21
545,21
546,21
547,21
548,22
549,22
550,23
551,23
552,23
553,22
554,22
555,22
556,22
557,22
558,23
559,23
560,23
561,23
562,22
563,22
564,22
565,22
566,23
567,22
568,22
569,23
570,24
571,24
572,24
573,24
574,25
575,25
576,23
577,22
578,22
579,23
580,23
581,23
582,23
583,24
584,24
585,24
586,24
587,24
588,24
589,24
590,24
591,24
592,24
593,24
594,23
595,23
596,23
597,23
598,23
599,23
600,23
601,23
602,22
603,22
604,23
605,24
606,24
607,24
608,24
609,24
610,24
611,24
612,24
613,24
614,24
615,25
616,25
617,25
618,24
619,24
620,24
621,24
622,24
623,24
624,24
625,23
626,23
627,24
628,24
629,24
630,24
631,24
632,24
633,24
634,23
635,23
636,23
637,23
638,22
639,22
640,21
641,21
642,21
643,23
644,24
645,24
646,24
647,25
648,25
649,25
650,25
651,25
652,25
653,25
654,25
655,25
656,25
657,26
658,26
659,26
660,26
661,26
662,26
663,26
664,26
665,26
666,26
667,26
668,26
669,26
670,26
671,27
672,26
673,27
674,27
675,27
676,27
677,27
678,27
679,27
680,27
681,27
682,27
683,28
684,28
685,27
686,27
687,27
688,27
689,27
690,27
691,27
692,27
693,27
694,27
695,27
696,26
697,25
698,24
699,24
700,25
701,25
702,25
703,25
704,25
705,25
706,25
707,25
708,25
709,25
710,26
711,26
712,26
713,26
714,26
715,26
716,26
717,26
718,26
719,26
720,26
721,26
722,26
723,26
724,27
725,27
726,26
727,26
728,26
729,26
730,26
731,26
732,26
733,26
734,26
735,26
736,26
737,26
738,26
739,26
740,25
741,25
742,26
743,26
744,26
745,26
746,25
747,25
748,24
749,24
750,25
751,25
752,25
753,25
754,25
755,25
756,25
757,25
758,25
759,25
760,24
761,24
762,24
763,24
764,24
765,24
766,24
767,24
768,24
769,24
770,24
771,24
772,24
773,24
774,24
775,24
776,24
777,24
778,24
779,24
780,24
781,24
782,24
783,24
784,24
785,24
786,24
787,24
788,24
789,24
790,24
791,24
792,24
793,24
794,24
795,24
796,23
797,23
798,22
799,22
800,22
801,22
802,22
803,23
804,22
805,22
806,21
807,21
808,21
809,21
810,21
811,21
812,21
813,22
814,22
815,22
816,22
817,22
818,22
819,23
820,23
821,23
822,23
823,24
824,25
825,25
826,25
827,25
828,25
829,23
830,23
831,23
832,23
833,23
834,23
835,22
836,23
837,23
838,23
839,23
840,23
841,23
842,23
843,23
844,23
845,23
846,21
847,21
848,21
849,21
850,21
851,20
852,20
853,21
854,21
855,21
856,21
857,22
858,22
859,22
860,22
861,22
862,21
863,21
864,22
865,22
866,22
867,22
868,22
869,22
870,21
871,20
872,20
873,20
874,20
875,20
876,19
877,19
878,19
879,19
880,19
881,19
882,20
883,20
884,21
885,21
886,21
887,21
888,21
889,20
890,20
891,21
892,21
893,21
894,21
895,21
896,21
897,20
898,20
899,20
900,20
901,20
902,20
903,21
904,21
905,21
906,21
907,20
908,20
909,20
910,20
911,20
912,19
913,18
914,18
915,18
916,18
917,18
918,18
919,17
920,17
921,16
922,15
923,15
924,15
925,15
926,15
927,15
928,15
929,15
930,15
931,15
932,15
933,15
934,15
935,15
936,15
937,15
938,15
939,15
940,15
941,15
942,15
943,15
944,15
945,15
946,15
947,15
948,15
949,15
950,15
951,15
952,15
953,15
954,15
955,15
956,15
957,16
958,16
959,16
960,16
961,16
962,16
963,16
964,16
965,15
966,15
967,15
968,16
969,16
970,16
971,16
972,16
973,16
974,16
975,16
976,15
977,15
978,15
979,15
980,15
981,14
982,14
983,14
984,14
985,14
986,13
987,13
988,13
989,13
990,13
991,13
992,13
993,15
994,15
995,14
996,14
997,13
998,13
999,13
1000,12
1001,12
1002,12
1003,12
1004,12
1005,12
1006,12
1007,12
1008,12
1009,12
1010,12
1011,12
1012,12
1013,12
1014,12
1015,12
1016,12
1017,12
1018,12
1019,12
1020,12
1021,12
1022,12
1023,12
1024,12
1025,12
1026,12
1027,12
1028,12
1029,11
1030,11
1031,11
1032,11
1033,11
1034,11
1035,10
1036,10
1037,10
1038,10
1039,10
1040,10
1041,10
1042,11
1043,11
1044,11
1045,11
1046,11
1047,11
1048,11
1049,11
1050,11
1051,11
1052,11
1053,11
1054,11
1055,11
1056,11
1057,11
1058,11
1059,11
1060,11
1061,11
1062,11
1063,10
1064,9
1065,9
1066,9
1067,9
1068,9
1069,9
1070,9
1071,9
1072,9
1073,9
1074,9
1075,9
1076,9
1077,9
1078,8
1079,8
